"Title","WorkoutType","WorkoutDescription","PlannedDuration","PlannedDistanceInMeters","WorkoutDay","CoachComments","DistanceInMeters","PowerAverage","PowerMax","Energy","AthleteComments","TimeTotalInHours","VelocityAverage","VelocityMax","CadenceAverage","CadenceMax","HeartRateAverage","HeartRateMax","TorqueAverage","TorqueMax","IF","TSS","HRZone1Minutes","HRZone2Minutes","HRZone3Minutes","HRZone4Minutes","HRZone5Minutes","HRZone6Minutes","HRZone7Minutes","HRZone8Minutes","HRZone9Minutes","HRZone10Minutes","PWRZone1Minutes","PWRZone2Minutes","PWRZone3Minutes","PWRZone4Minutes","PWRZone5Minutes","PWRZone6Minutes","PWRZone7Minutes","PWRZone8Minutes","PWRZone9Minutes","PWRZone10Minutes","Rpe","Feeling"
"Run Test","Run","Run Test! Warm up for 20 minutes in zone 1-2 then do: 20 minutes at a 5K or zone 3 effort 10 minutes easy zone 1-2 cool down","0.833333333333333","","2022-12-22","Warm up REALLY well before this test...I want you to be sweating before you start the test interval! Make sure you lap your watch or start your treadmill over so you have accurate and isolated data to calculate your run zones. The test interval should be done like you're racing a 5K...as fast as you can without slowing down or stopping! We then take your average pace for the test interval to calculate your run zones.","6659.60009765625","","","","","0.80813467502594","2.28900003433228","","150","","156","180","","","0.955952936332914","81.37","9","14","8","14","5","1","0","","","","","","","","","","","","","","",""
"Bike Test","Bike","Warm Up: -5 minutes zone 1 -10 minutes zone 2 -4 x :30 second sprints at Zone 4 with 1 minute of recovery in zone 1 in between intervals -4 minutes zone 2 Main Set: perform a 20 or 30-minute time trial going as hard as you can maintain for that entire duration (This should be done on a level course or on a trainer). Cool Down: 5 minutes zone 1","1","","2022-12-24","Use this workout to set or re confirm your zones. When setting your zones we share with the 80/20 calculator, so that is the calculator you will use inside of TrainingPeaks. The 80/20 calculator is based off of a 30 minute test, so doing a 30 minute test is going to be more accurate. If going off of watts plug in your average 30 minute power to calculate your bike power zones. A 20 minute test is still good to go off of, but if performing a 20 minute power test times your average 20 minute power by .95 to get your number to plug into the calculator. You can choose to go for 20 or 30 minutes. This is an all out effort. If going off of heart rate, take your highest 20 minute average heart rate and plug it into the 80/20 cycling heart rate calculator to set up your cycling heart rate zones.","21194.859375","","","","","0.968938887119293","6.07600021362305","","","","155","181","","","0.774086193021349","64.26","7","19","17","15","2","1","0","","","","","","","","","","","","","","",""
"Sprints!","Swim","Warm up with: 200 swim 100 kick 200 pull Really focus on your form during the warm-up because you MUST keep good form on these sprints. You will have slower times to start with, but they will begin to drop as good form becomes second nature. Main Set: 8x100 ALL OUT SPRINT! I want the recovery between these sets to be 2-3 minutes. I want your HR to come all the way back down, and the lactic acid to build up in your arms and legs. These need to be ALL OUT! As fast as humanly possible. That's the only reason you get such a long rest is because you need to be spent by the end of each 100. Also, these cannot get slower. I would prefer if they got faster. Record your times! 50s on one minute 15 seconds. I want you to do 10x50 sprints LEAVING on 1:15, so watch the clock! These are not necessarily all out, but still a sprint. 10x25 on 30 seconds. These ARE all out, and I want you leaving the wall at 30 seconds. Don't sandbag these because they're at the end of the workout. Cooldown: 200 easy swim","0.5","1188.71997070313","2022-12-24","","1325","","","","","0.308613613181644","1.19154676258993","","29","","128","149","","","2.02743630779558","257.19","10","3","0","0","0","0","0","","","","","","","","","","","","","","",""
"Zone 1 Run","Run","60 minutes in zone 1","1","","2022-12-25","Nice and easy run!","8494.4501953125","","","","","1.16887962818146","2.01900005340576","","142","","152","166","","","0.87232270239914","98.94","8","43","22","1","0","0","0","","","","","","","","","","","","","","",""
"Vo2 building duration intervals","Bike","Warm Up: -12 minutes Zone 1 Main Set: -8 x 1 minute done as :30 seconds in zone 4, :30 seconds in Zone 2 -5 minutes of recovery in Zone 1 -10 x 1 minute done as :30 seconds in Zone 4, :30 seconds in Zone 2 -5 minutes of recovery in Zone 1 Cool Down descending efforts done as: -5 minutes high Zone 2 -5 minutes low Zone 2 -5 minutes high Zone 1 -5 minutes low Zone 1","1","","2022-12-26","These are high intensity sprints starting at 8 x :30 seconds in Zone 4 and building up to 10 x :30 zone 4. 5 minutes of recovery in zone 1 in between interval sets","11384.6201171875","","","","","0.93309223651886","3.38899993896484","","","","134","163","","","0.639327020269044","42.18","28","20","1","0","0","0","0","","","","","","","","","","","","","","",""
"Broken 1000","Swim","Warm up Zone 1: 200 drill, 200 swim, 200 kick Broken 1000 Zone 3: 5x100 negative split (second half of the 100 is fatser than the first) 5x100 done as 100 SPRINT, 100 race pace, 100 kick, 100 SPRINT 3x300 Zone 3 as: first 100 FAST, 2nd 100 race pace, 3rd 100 easy 8x50 Zone 1 25 drill/25 sprint 100 Zone 1 cool down easy","1.52653289000193","2743.2001953125","2022-12-27","3000 yards. You may drill and kick with or without fins.","6200","","","","","1.5170441754659","1.13511534236543","","27","","120","141","","","1.92992255936029","1090.48","27","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"25s Sprint workout","Swim","200 zone 1 easy warm up 3x100 Zone 4 50 kick 50 swim WITH fins, so these need to be HARD 2x(4x25 Zone 5) done as: #1: build DOWN (fat to slow) #2: build up (slow to fast) #3: easy #4: all out SPRINT 100 Zone 1 easy cool down","0.461486222479079","822.960021972656","2022-12-29","This workout requires fins to be done as written, but can be done without.","1950","","","","","0.501700558132596","1.07913669064748","","28","","119","146","","","1.83542417564934","310.21","8","1","0","0","0","0","0","","","","","","","","","","","","","","",""
"Cycling","Bike","","","","2022-12-29","","9434.23046875","","","","","0.724298894405365","3.61800003051758","","","","142","166","","","0.680171240687005","36.82","15","22","4","0","0","0","0","","","","","","","","","","","","","","",""
"Running","Run","","","","2022-12-29","","6095.47998046875","","","","","0.807571947574615","2.09699988365173","","151","","150","178","","","0.898941294173841","71.9","8","24","7","7","2","0","0","","","","","","","","","","","","","","",""
"Run Test","Run","Run Test! Warm up for 20 minutes in zone 1-2 then do: 20 minutes at a 5K or zone 3 effort 10 minutes easy zone 1-2 cool down","0.833333333333333","","2023-01-04","Warm up REALLY well before this test...I want you to be sweating before you start the test interval! Make sure you lap your watch or start your treadmill over so you have accurate and isolated data to calculate your run zones. The test interval should be done like you're racing a 5K...as fast as you can without slowing down or stopping! We then take your average pace for the test interval to calculate your run zones.","3546.57006835938","","","","","0.490035563707352","2.00999999046326","","146","","140","167","","","0.822746717460934","36.09","11","12","3","1","0","0","0","","","","","","","","","","","","","","",""
"Sprints!","Swim","Warm up with: 200 swim 100 kick 200 pull Really focus on your form during the warm-up because you MUST keep good form on these sprints. You will have slower times to start with, but they will begin to drop as good form becomes second nature. Main Set: 8x100 ALL OUT SPRINT! I want the recovery between these sets to be 2-3 minutes. I want your HR to come all the way back down, and the lactic acid to build up in your arms and legs. These need to be ALL OUT! As fast as humanly possible. That's the only reason you get such a long rest is because you need to be spent by the end of each 100. Also, these cannot get slower. I would prefer if they got faster. Record your times! 50s on one minute 15 seconds. I want you to do 10x50 sprints LEAVING on 1:15, so watch the clock! These are not necessarily all out, but still a sprint. 10x25 on 30 seconds. These ARE all out, and I want you leaving the wall at 30 seconds. Don't sandbag these because they're at the end of the workout. Cooldown: 200 easy swim","0.5","1188.71997070313","2023-01-05","","1825","","","","","0.488642225265503","1.03752131893121","","27","","119","146","","","1.76367393359691","268.07","9","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Zone 1 Run","Run","60 minutes in zone 1","1","","2023-01-07","Nice and easy run!","6762.85009765625","","","","","0.996318876743317","1.8860000371933","","147","","136","161","","","0.79440315877891","69.65","38","19","1","0","0","0","0","","","","","","","","","","","","","","",""
"Vo2 building duration intervals","Bike","Warm Up: -12 minutes Zone 1 Main Set: -8 x 1 minute done as :30 seconds in zone 4, :30 seconds in Zone 2 -5 minutes of recovery in Zone 1 -10 x 1 minute done as :30 seconds in Zone 4, :30 seconds in Zone 2 -5 minutes of recovery in Zone 1 Cool Down descending efforts done as: -5 minutes high Zone 2 -5 minutes low Zone 2 -5 minutes high Zone 1 -5 minutes low Zone 1","1","","2023-01-08","These are high intensity sprints starting at 8 x :30 seconds in Zone 4 and building up to 10 x :30 zone 4. 5 minutes of recovery in zone 1 in between interval sets","20753.5","","","","","0.900274455547333","6.40299987792969","","","","145","179","","","0.711961580160849","50.42","14","23","11","4","1","0","0","","","","","","","","","","","","","","",""
"Base Build Pyramid","Bike","Main Set-5 minutes in low Zone 1 -5 minutes in high Zone 1 -10 minutes in low Zone 2 -20 minutes in high Zone 2 -10 minutes in low Zone 2 -5 minutes in high Zone 1 -5 minutes in low Zone 1","1","","2023-01-11","The warm up and cool down are included in the main set. Effort will start in low Zone 2, go to high Zone 2 and back to low Zone 1. Don't go above Zone 2","22518.26953125","","","","","1.00108575820923","6.2480001449585","","","","147","171","","","0.709835324975181","55.86","12","36","12","1","0","0","0","","","","","","","","","","","","","","",""
"Vo2 intervals","Bike","Warm Up: -5 minutes Zone 1 -5 minutes low Zone 2 -10 minutes high zone 2 Main Set: -10 x 1 minute sprints in Zone 5 with 2 minutes of recovery in Zone 1 in between intervals Cool Down: -4 minutes Zone 1","0.75","","2023-01-12","","17346.009765625","","","","","0.756187736988068","6.37200021743774","","","","142","181","","","0.712313796522612","42.2","7","20","9","2","0","0","0","","","","","","","","","","","","","","",""
"500s Swim","Swim","Warm up Zone 1: 200 swim, 6x50 build (each one gets faster) 4x50 Zone 1 -25 drill/ 25 swim 2x100 Zone 2 pull Main Set: 2x500 Zone 2-3 4x50 Zone 5 SPRINT Cool Down Zone 1: 100 easy","1.13986622174581","2011.68005371094","2023-01-13","This workout requires paddles as written, but can be done without. You may drill with or without fins","1650","","","","","0.518328889211019","0.883770755222282","","26","","122","158","","","1.50322832256694","176.07","12","1","0","0","0","0","0","","","","","","","","","","","","","","",""
"Zone 1 Run","Run","30 minutes in zone 1","0.5","","2023-01-13","Nice and easy run!","3059.40991210938","","","","","0.515989720821381","1.64699995517731","","145","","132","153","","","0.691079168517364","26.86","18","7","0","0","0","0","0","","","","","","","","","","","","","","",""
"Muscular Endurance","Bike","Warm Up: -5 minutes Zone 1 -20 minutes Zone 2 -5 minutes Zone 1 Main Set: -4 x 5 minutes in Zone 3 with 3 minutes of recovery in Zone 1 in between intervals Cool Down: -28 minutes in Zones 1-2","1.5","","2023-01-14","These are Zone 3 efforts to build muscular endurance","30424.41015625","","","","","1.39953052997589","6.03900003433228","","","","140","172","","","0.688020476823201","74","20","30","17","3","0","0","0","","","","","","","","","","","","","","",""
"Zone 2 Run","Run","Warm up for 5 minutes in zone 1 main set: 40 minutes in zone 2 cool down: 5 minutes zone 1","0.833333333333333","","2023-01-15","","5245.27978515625","","","","","0.714194178581238","2.03999996185303","","142","","142","154","","","0.827435737608042","53.73","17","27","0","0","0","0","0","","","","","","","","","","","","","","",""
"75 Sprints Swim","Swim","Warm Up Zone 1: 200 swim, 200 kick, 200 pull 12x50 Zone 5 free (20 seconds rest) 100 easy 4x25 Zone 5 free sprint on (10 seconds rest) 100 easy 4x50 Zone 5 (on 20 seconds rest) 200 easy 4x75 Zone 5 (on 25 seconds rest) 100 easy 4x100 Zone 5 sprint (rest 20 seconds) 200 Zone 1 cool down","1.19446978039212","2406.56005859375","2023-01-15","2900 yards. This workout requires paddles to be completed as written, but can be done without. You may kick with or without fins.","4275","","","","","1.1768658373091","1.00873053327041","","28","","141","181","","","1.71536120431185","594.01","14","24","11","5","1","1","0","","","","","","","","","","","","","","",""
"Running","Run","","","","2023-02-12","","407.600006103516","","","","","0.0605472214519978","1.87000000476837","","113","","122","137","","","0.774973560537726","3.76","2","0","0","0","0","0","0","","","","","","","","","","","","","","",""
